id,qid1,qid2,question1,question2,is_duplicate
1324,3359,3360,"Who is your role model, and why?",Who is your role model and why?,1
1325,3363,3364,"How much money per month is enough to live as a graduate student in Birmingham, UK?","How much money is enough for a student to live in Birmingham, UK?",1
1326,3365,3366,How did you teach your kid not to lie?,What are good ways to teach children not to lie?,1
1327,3367,3368,How does Minerva Schools differ from other for-profit universities in the US?,Why will Minerva succeed when many other for-profit universities have been bad investments?,1
1328,3369,3370,How do I get clients for my software startup company?,What are the best ways to get clients for software startup?,1
1329,3373,3374,How do I delete my questions off Quora?,How do I delete a question from Quora?,1
1330,3375,3376,What was the reason of extinction of the Indus Valley and Harappan civilization?,Who were responsible for the collapse of Indus Valley Civilization?,1
1331,3377,3378,"Is a circle a regular polygon of infinite sides? If yes, then discuss its properties and its interior angles.",Can one say that a circle has infinite sides?,1
1332,3381,3382,When did humans start naming themselves? What's the history behind names? Do non-human species use names?,When in history did we start giving people names?,1
1333,3389,3390,Why are there so many Muslims in our Bollywood industry?,Why are there so many Muslims in Hindi film industry?,1
1334,3393,3394,What should you do if you can't remember your iCloud password?,How do I recover my iCloud password?,1
1335,3395,3396,Is Quora display trending now topics based on user's country?,Are trending topics in Quora location specific?,1
1336,3397,3398,"As an international student from India going to Florence, Italy, what are the essentials I must carry?","As an international student from India going to Florence in Italy, what are the essentials I must carry with me?",1
1337,3407,3408,Can you get high eating a few specks of weed accidentally?,What's the best way to get high from eating weed and why?,1
1338,3409,3410,Which are the oldest bridges in the world?,What's the oldest bridge in the world? How was it designed and built?,1
1339,3419,3420,How can I get a green card to live and work in the USA?,How can I get a green card?,1
1340,3423,3424,What should we do to be best software developer?,What is to be done to be a good software developer?,1
1341,3429,3430,How can I find a startup mentor?,How do I ask someone to be my mentor?,1
1342,3441,3442,Is it possible to invent the time machine?,Can we create a time machine?,1
1343,3453,3454,How good and reliable are OYO rooms?,Did anyone experienced OYO rooms? Is it a good experience with OYO rooms?,1
1344,3459,3460,What websites do you use everyday?,What websites are worth visiting everyday?,1
1345,3463,3464,What are some little things that make you happy?,What's the best thing that make you happy?,1
1346,3465,3466,What are the best earphones under/around Rs.2000 ?,Which are the best earphones under 2000INR or 35USD?,1
1347,3477,3478,What made Tata group chairman Cyrus Mistry to quit?,What was the reason behind the removal of Cyrus P. Mistry from the position of Chairman of The Tata group?,1
1348,3479,3480,Which is the best place to visit in Goa with Friends?,"We are Planning to visit Goa for three days,which are the best places to visit?",1
1349,3483,3484,How can plastic wrap be used for weight loss?,Are at-home stomach wraps using the clear plastics wrap in your kitchen safe to use for weight loss?,1
1350,2574,3487,Where can I get wonderful flavors on cupcakes in Gold Coast?,Where can I get an unique taste for cupcakes in Gold Coast?,1
1351,3488,3489,What are some indie bands worth listening to?,I am interested in listening to indie music. Which bands can convince me to give it a try?,1
1352,3498,3499,What gives you hope during tough times?,What gives you hope for humanity?,1
1353,3502,3503,What's the procedure for an Indian student to get admitted into a MS program in the US?,What's the procedure for an Indian to do higher study (MS) in the US?,1
1354,3506,3507,Can skipping increase your height?,What is the best and fastest way to increase your height?,1
1355,3508,3509,What is light made up of?,What exactly is light made of?,1
1356,3520,3521,How do I deal with common embarrassment?,How do I deal with my embarrassment?,1
1357,3540,3541,What can I do right now to help the people of Aleppo?,What can I do to help the situation in Aleppo?,1
1358,3542,3543,How much does investment banker earns?,How much do investment bankers make?,1
1359,877,3544,What are your views on ban of 500 and 1000 rupee notes in India?,What will be the result of banning 500 and 1000 rupees note in India?,1
1360,3551,3552,How can I get text records from metro pcs account?,How can I get my old call history and text messages from metro pcs?,1
1361,3555,3556,"How do you think Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo & Cilic rank in terms of potential when it comes to greatest spot in the tennis?","How would you rank Federer, Nadal, Djokovic, Murray, Wawrinka, Delpo and Cilic in terms of greatness achieved and potential spot in the history of sport?",1
1362,3561,3562,How can I travel with low budget?,How do I travel with a low budget?,1
1363,3563,3564,What doe Quora mean?,What does the name Quora exactly mean?,1
1364,3565,3566,How do I stop feeling insecure?,How do I stop feeling insecure about myself?,1
1365,3573,3574,How often do you drink coffee (-based) drinks?,How often do you drink coffee?,1
1366,3575,3576,How do I delete my question from Quora?,How do I delete my own question from Quora?,1
1367,3589,3590,Wine: What are the best wineries to visit in the Healdsburg area?,What are the best Healdsburg wineries?,1
1368,3593,3594,Which is the best honeymoon destination in kerala?,Which are the best honeymoon locations in Kerala for summer honeymoon trip to Kerala?,1
1369,3595,3596,How do i lose weight?,How do I suck it up and lose weight?,1
1370,3613,3614,Why do people write long answers on Quora?,"Why do people on Quora write very long answers, even if the questions doesn't necessarily need that?",1
1371,3615,3616,What is the relation between Snoop Dogg and Wiz Khalifa?,How is Snoop Dogg related to Wiz Khalifa?,1
1372,3623,3624,How can I see who viewed my Instagram video?,How can I see who viewed my video I just posted on Instagram?,1
1373,3633,3634,Should I use Swift or Objective-C to learn iOS development?,Which is better to learn for iOS: Swift or Objective-C?,1
1374,3653,3654,"Is EEE in VSSUT, Burla good? Is the placement good? What type of companies recruit EEE graduates?","How is EEE in VSSUT, Burla?",1
1375,3661,3662,What is difference between Modi and Hitler?,How Modi is different from Hitler?,1
1376,3667,3668,How can Jio work in a 3G phone?,How do I use Jio sim in 3G devices?,1
1377,3675,3676,What is the best way to restore a Dell Inspiron 530 to factory settings?,How do you restore a Dell Inspiron 1525 to the factory settings?,1
1378,3683,3684,"How did the Australian term ""sheila"" originate?","What does the Australian term ""sheila"" mean?",1
1379,3685,3686,How can India be a secular century when there is no Uniform Civil Code in place?,Why is the implementation of Uniform Civil Code important?,1
1380,3687,3688,"The prime factorization of intezer N is A x A x B x C, where A, B and C are all distinct prine intezers. How many factors does N have?","The prime factorization of integer N is A x A x B x C, where A, B and C are all distinct prime integers. How many factors does N have?",1
1381,3691,3692,What are the side effects of ProActiv?,What are the side effects for using Proactiv? How are the side effects treated?,1
1382,3699,3700,what has your life taught you so far?,What has life taught you?,1
1383,3705,3706,How can I run a 5k without any training?,How do I run a 5k without much training?,1
1384,3707,3708,What are the pros and cons of tennis balls on your walker?,What are the pros and cons of attaching tennis balls on walkers?,1
1385,3719,3720,Why are the Texas Rangers important to law enforcement today?,What are the responsibilities of Texas Rangers and how do they interact with other law enforcement agencies?,1
1386,3723,3724,What is humanity? What is human rights?,What do we mean by human rights?,1
1387,3729,3730,What is the difference between amateur (ham) radio and CB radio?,How do HAM Radio and a CB Radio differ?,1
